Indicator type,Indicator,Description
domain,btc1217.com,
domain,btc1219.com,
domain,btc8288.com,
domain,btc8588.com,
domain,btc8887.com,
domain,btc9989.com,
domain,usdbtc365.com,
domain,usdt20.vip,
domain,kswinwin.com,
domain,wafeq.com,
domain,usez421czn.com,
domain,getfreebiestoday.com,
domain,mjsupdates.com,
domain,theamericansurveybusiness.com,
domain,wemajorsweeps.com,
domain,careercharmer.net,
domain,a1-creditcards.com,
domain,p-w-d.ru,
domain,betsila.ru,
domain,deltacomputers.ru,
domain,digitalbook.ru,
domain,evraas.ru,
domain,get-radio.ru,
domain,independent-contractor.ru,
domain,leadeventus.com,
domain,like-travel.ru,
domain,neologica.ru,
domain,ntdlabs.ru,
domain,personal-consent.ru,
domain,poldelam.ru,
domain,psk-service.ru,
domain,psk-servis.ru,
domain,rakhimov.ru,
domain,rusapart.com,
domain,rustahocontrol.ru,
domain,sanpinnorma.ru,
domain,silatepla.ru,
domain,tahograph.ru,
domain,vsedlyachaya.ru,
domain,zhkbristol.ru,
domain,zorikto-katami.com,
domain,1-gop.us,
domain,2024-win.com,
domain,22-rep.com,
domain,23-today.com,
domain,23-txt.com,
domain,allgop.us,
domain,gop-24.com,
domain,gop-us.co,
domain,gored22.com,
domain,onegop.us,
domain,rd4us.com,
domain,red23.co,
domain,red24.us,
domain,rep-23.net,
domain,tppsurveys.com,
domain,truegop.us,
domain,txt-24.com,
domain,vote23.us,
domain,vote24.us,
domain,g1research.com,
domain,trod.top,
domain,lineck.xyz,
domain,trod.top,
domain,lineck.xyz,
domain,bolbt.com,
domain,mjsupdates.com,
domain,attach-files.com,
domain,gallic-server.com,
email,25huangsuriziju@iusd.org,
email,reply@mail2.wafeq.com,
email,blog@wemajorsweeps.com,
email,majorsweeps@mjsupdates.com,
email,member@experience.thewinnersmarket.com,
email,savvy@theamericansurveybusiness.com,
email,share@initial.opinionsmediagroup.com,
email,stuff@sub6.majorverified.com,
email,support@getfreebiestoday.com,
email,unrcompliance@gmail.com,
email,1993110jj@sina.com,
email,1993110jj@sina.com,
email,efaxservice@bolbt.com,
email,majorsweeps@mjsupdates.com,
email,glenroachdpfm203@gmail.com,
hostname,btc8887.com.btc8887.com,
hostname,ht.btc1217.com,
hostname,ht.btc2228.com,
hostname,ht.btc7778.com,
hostname,ht.btc8887.com,
hostname,ht.btcvip3.com,
hostname,jq.btc8887.com,
hostname,tu.btc7778.com,
hostname,mail.pickelhost.com,
hostname,mail2.wafeq.com,
hostname,dns2.zyro.com,
hostname,dns1.zyro.com,
hostname,238.233.174.34.bc.googleusercontent.com,
hostname,experience.thewinnersmarket.com,
hostname,initial.opinionsmediagroup.com,
hostname,sub6.majorverified.com,
hostname,ftp.betsila.ru,
hostname,ftp.journalshop.ru,
hostname,ftp.khankhalaev.com,
hostname,ftp.kungfu-school.ru,
hostname,ftp.p-w-d.ru,
hostname,ftp.rusapart.com,
hostname,mail.betsila.ru,
hostname,mail.sanpinnorma.ru,
hostname,msp.softline.com,
hostname,nvidia.softline.com,
hostname,poisk.sanpinnorma.ru,
hostname,pop.betsila.ru,
hostname,pop.p-w-d.ru,
hostname,smtp.betsila.ru,
hostname,smtp.p-w-d.ru,
hostname,vks.softline.com,
hostname,web1.vm.www3hz.p-w-d.ru,
hostname,www.betsila.ru,
hostname,www.deltacomputers.ru,
hostname,www.digitalbook.ru,
hostname,www.get-radio.ru,
hostname,www.independent-contractor.ru,
hostname,www.like-travel.ru,
hostname,www.neologica.ru,
hostname,www.ntdlabs.ru,
hostname,www.personal-consent.ru,
hostname,www.poldelam.ru,
hostname,www.psk-service.ru,
hostname,www.psk-servis.ru,
hostname,www.rakhimov.ru,
hostname,www.rusapart.com,
hostname,www.rustahocontrol.ru,
hostname,www.sanpinnorma.ru,
hostname,www.silatepla.ru,
hostname,www.tahograph.ru,
hostname,www.vsedlyachaya.ru,
hostname,www.zhkbristol.ru,
hostname,api.blaze.link,
hostname,blue-green.api.blaze.link,
hostname,blue-green.blaze.link,
hostname,kcctest.blaze.link,
hostname,monitor.blaze.link,
hostname,tatest.blaze.link,
hostname,us.blaze.link,
